event_id,van_id,timestamp_utc,ingested_utc,event_type,package_id,priority_class,delivery_sla_utc,dest_lat,dest_lon,dest_name,time_to_sla_sec,weight_kg,requires_cold_chain,special_handling,schema_version
40544537-2264-4ae7-b8cc-86c905f1a60e,VAN-0003,1710141473029,1710141474029,LOADED,aec34fe3-a8fc-4b75-86e8-229618641c74,STANDARD,1710168191512,18.991425,72.822533,Lower Parel,26718,17.3,False,[],1
ba293a3a-4ac0-4233-a957-65e64aec96b5,VAN-0004,1710143379519,1710143380519,LOADED,af45a7d3-9f4c-4e47-8e79-7de6fdfbf12f,STANDARD,1710158651440,19.026827,72.843725,Dadar,15271,24.22,False,[],1
a9f5b678-e364-4e6e-a7ca-c8be4917a9b9,VAN-0004,1710147330408,1710147331408,LOADED,f997061a-09e6-4a69-87e3-4609ab28c11a,STANDARD,1710171274278,19.035496,72.858989,Dharavi,23943,15.13,False,['FRAGILE'],1
135127b8-8640-43d7-9c16-f65d9f83df56,VAN-0004,1710148899363,1710148900363,LOADED,b5f3e8ae-270e-4cb5-8fdc-4da66d5162cc,STANDARD,1710177538384,19.004411,72.830962,Lower Parel,28639,5.53,False,[],1
6cbb4b4e-c024-471d-812f-2d75654afcca,VAN-0004,1710149792710,1710149793710,LOADED,ad16f0c7-5fd4-434a-b359-d33ffd70a4db,STANDARD,1710167302410,19.078603,72.905279,Ghatkopar,17509,8.55,False,[],1
62bbd75a-7bfe-4b08-84f7-4e86b1a611e6,VAN-0004,1710151027503,1710151028503,LOADED,f0226998-1ad3-44c6-8b8d-6074ff85d11f,STANDARD,1710169420261,19.065935,72.862062,Bandra Kurla Complex,18392,24.69,False,[],1
ce2ae148-6ded-49ef-8b02-cfe400f1bad9,VAN-0004,1710140678425,1710140679425,LOADED,4a56317d-4a52-4141-b84c-674f97d120d7,STANDARD,1710164597655,19.044019,72.858273,Dharavi,23919,0.86,False,[],1
34889a30-e44e-41ff-accb-b8bc75f4ca75,VAN-0004,1710143265969,1710143266969,LOADED,120b26e0-42dd-4f8f-8da2-e11d5fbda4e0,PREMIUM,1710150579592,19.015219,72.841521,Dadar,7313,3.61,False,[],1
058bbe9e-85f6-4df8-aace-30bcdfad8db0,VAN-0004,1710148802584,1710148803584,LOADED,af122938-7ec4-4d15-99d6-21c63793bff1,PREMIUM,1710159431554,19.032076,72.851327,Dharavi,10628,13.07,False,[],1
a7a67f09-d7d4-49a4-9a9d-ebc8c0b16092,VAN-0005,1710148858851,1710148859851,LOADED,253b741c-07ee-49a4-92fa-ab74feb5fcce,STANDARD,1710163883308,19.084937,72.901461,Ghatkopar,15024,21.74,False,[],1
0e23afdf-1a57-402d-ad18-f18cecf8a3d8,VAN-0005,1710145573004,1710145574004,LOADED,36726961-70b4-4a1b-ad05-c4cd8adb4f4a,STANDARD,1710160848890,19.067762,72.858449,Bandra Kurla Complex,15275,10.34,False,[],1
297d3444-dca3-4978-809b-3f815b5bf26c,VAN-0005,1710141272537,1710141273537,LOADED,fddb64da-71e1-4148-a80b-eb93f30af520,STANDARD,1710156730803,19.0522,72.840854,Bandra West,15458,15.4,False,['FRAGILE'],1
df135295-523d-44c8-9bf3-41c3033bf4a8,VAN-0005,1710148091250,1710148092250,LOADED,82e6904a-727d-426b-bea5-25e8e8f1d53e,STANDARD,1710170920501,19.069206,72.892921,Chembur,22829,9.83,False,[],1
85cfe048-89c6-4f1b-a2a8-c771803b0c94,VAN-0005,1710141471127,1710141472127,LOADED,51dcce40-2cb5-4a59-9c72-a8d81acec0d3,STANDARD,1710164589273,19.078616,72.882651,Kurla,23118,17.69,False,[],1
a8456b19-ef5a-46c8-8d4c-fcf62af93875,VAN-0005,1710142722249,1710142723249,LOADED,7446675c-a0c8-49da-95cb-fa9ea585e708,STANDARD,1710167502343,19.067892,72.884911,Kurla,24780,11.56,False,[],1
6bf00ce7-2e06-4714-ae8b-75bfc4b9f7ad,VAN-0005,1710148279815,1710148280815,LOADED,f67478ac-a5a3-4763-97ec-71fa55ce6b8a,STANDARD,1710168421529,19.055395,72.837199,Bandra West,20141,8.16,False,[],1
6195a8d8-7aa6-4e04-ba98-c2fe3b8fae78,VAN-0005,1710145522093,1710145523093,LOADED,66ebbba2-f503-4a00-a86f-c0044c7aa9a3,STANDARD,1710169812316,19.120049,72.844473,Andheri West,24290,2.74,False,['FRAGILE'],1
e160c815-3379-4b4c-89c0-885fe7901ee4,VAN-0006,1710149167108,1710149168108,LOADED,e7bb6367-abbc-4324-97d8-e12ed288e32f,STANDARD,1710174205770,19.187068,72.851911,Malad West,25038,14.13,False,[],1
0a033da8-feff-47ba-b488-3bc2f0d28feb,VAN-0006,1710144836733,1710144837733,LOADED,39745414-cb3d-4417-8417-d92814e1c671,STANDARD,1710168884924,19.02593,72.835511,Dadar,24048,21.9,False,[],1
0b902986-9d61-40c7-9455-9c650e94b1c2,VAN-0006,1710143506397,1710143507397,LOADED,633e1d32-d3a4-4481-a800-867c174997bb,STANDARD,1710158647221,19.197165,72.83884,Malad West,15140,8.15,False,[],1
72066480-bedd-4932-ae81-ec5dd057a7e7,VAN-0006,1710142821844,1710142822844,LOADED,bb94e9ff-a38c-4218-b0f1-4132e3c587c0,STANDARD,1710166678847,19.118941,72.849342,Andheri West,23857,3.15,False,[],1
d5523afd-e8b8-4bed-9919-65f6532cc490,VAN-0006,1710149117990,1710149118990,LOADED,fe6852ff-46f5-4c5f-b6d1-7650ebfbefef,STANDARD,1710171785030,19.019205,72.814687,Worli,22667,21.21,False,[],1
c5ef90f6-0353-404d-9e2b-444c8e4f0332,VAN-0006,1710146412789,1710146413789,LOADED,51cb7b07-6348-402b-8d36-05dfb9b84376,STANDARD,1710170532453,19.085159,72.905235,Ghatkopar,24119,15.42,False,[],1
703c7521-35ea-4fbf-9018-660afdec0e69,VAN-0006,1710147989146,1710147990146,LOADED,26ac7927-0218-43d8-939c-d48244031552,STANDARD,1710164987138,19.056653,72.869848,Bandra Kurla Complex,16997,8.07,False,[],1
d1de3c33-291b-4e51-8763-72fe5b23cb24,VAN-0006,1710144728470,1710144729470,LOADED,d331b84c-da62-45c6-b29e-ed3c9ac622a3,LIFE_CRITICAL,1710149586604,19.1362,72.8264,"Kokilaben Hospital, Andheri",4858,3.98,False,['FRAGILE'],1
a1111bd6-e447-45d9-8ae6-122de15bf92f,VAN-0007,1710145299374,1710145300374,LOADED,7dec994d-3081-490b-8459-485f102f6ca0,STANDARD,1710165116573,18.995585,72.822335,Lower Parel,19817,4.36,False,[],1
de16eff9-6493-4b39-bb5d-06b59babcee9,VAN-0007,1710149940095,1710149941095,LOADED,419240b0-d16f-48cb-98f2-4269ae5525b6,STANDARD,1710172925717,19.090698,72.909236,Ghatkopar,22985,4.31,False,[],1
b0519645-a5f6-4737-8198-c2c267f49252,VAN-0007,1710147548937,1710147549937,LOADED,a3207f44-5ed3-4941-abba-2cac508f510b,LIFE_CRITICAL,1710150818293,19.0414,72.837,"Hinduja Hospital, Mahim",3269,12.4,False,[],1
3b21a234-2497-4981-91ac-6cc48728dbd5,VAN-0007,1710141597609,1710141598609,LOADED,b1b23aaf-62f3-47e6-9dfc-04934efdb2aa,STANDARD,1710160968098,19.045864,72.857548,Dharavi,19370,17.12,False,[],1
e3a9c439-5535-4fb1-afcb-05531a608ed7,VAN-0007,1710144668844,1710144669844,LOADED,784ce1eb-8082-40dd-bbce-f36adcd12bca,STANDARD,1710159722854,19.013655,72.814999,Worli,15054,15.18,False,['FRAGILE'],1
3ef48e91-c39a-41d0-b6f4-36741dae3cdd,VAN-0007,1710148652937,1710148653937,LOADED,662ea871-a082-4951-ae1d-660730b4a1c2,STANDARD,1710174102770,18.997536,72.828852,Lower Parel,25449,7.59,False,[],1
7057810b-e1cf-4d71-bb4b-7daa329bb56b,VAN-0007,1710144506240,1710144507240,LOADED,3dade758-3473-4ab3-b35b-3d5c10a3c3ba,STANDARD,1710161436245,19.117495,72.906587,Powai,16930,17.74,False,[],1
23dd2d4a-df4e-4c7e-a6d7-47062d280274,VAN-0007,1710149707055,1710149708055,LOADED,52ba7e54-0059-488d-8f1d-5a7994c22ef1,STANDARD,1710165144942,19.024388,72.838742,Dadar,15437,1.54,False,['FRAGILE'],1
09feb750-85f6-479f-a43a-6938beb41ed2,VAN-0008,1710146592716,1710146593716,LOADED,ee94750d-eea1-40b4-8cb9-3e2480464b7d,STANDARD,1710169283648,19.020735,72.840689,Dadar,22690,17.88,False,[],1
091efbae-583a-48d3-8575-f5f960d9a35b,VAN-0008,1710142256230,1710142257230,LOADED,14c4a8dc-f298-423e-8b04-0c33dfd12aa6,PREMIUM,1710156412868,19.058947,72.868896,Bandra Kurla Complex,14156,23.72,False,[],1
08a40e17-282b-4ebe-89db-3be00a076924,VAN-0008,1710149520431,1710149521431,LOADED,065b8d4c-e01b-400d-adb1-01aa6335ec99,STANDARD,1710165189501,19.022127,72.845768,Dadar,15669,6.46,False,[],1
d4c39429-e2ec-4ea6-9cf6-1319cb2c4256,VAN-0008,1710148454692,1710148455692,LOADED,ee59275a-7a8f-420f-a885-2113be89deff,STANDARD,1710175390243,19.124127,72.906105,Powai,26935,5.93,False,[],1
06fe99b3-1425-43c1-98a5-faebfd312107,VAN-0008,1710145907482,1710145908482,LOADED,f6193495-2395-4884-98c7-277fbfca2c84,PREMIUM,1710153928474,19.064046,72.899169,Chembur,8020,22.7,False,[],1
23819eea-6550-41ea-bd5d-5b64d5ee00f4,VAN-0008,1710142951703,1710142952703,LOADED,09f0e199-dec0-4b31-af22-f80d5c70a694,STANDARD,1710169088236,19.063621,72.899449,Chembur,26136,4.09,False,[],1
746281cf-d392-4295-89a5-6a7ce0b3d39e,VAN-0008,1710150673955,1710150674955,LOADED,45da7642-c523-4f4c-8e02-95c9c5920905,STANDARD,1710166159042,19.062485,72.903076,Chembur,15485,15.88,False,[],1
462b2411-99e7-4092-b9dc-66a34b181556,VAN-0008,1710150380865,1710150381865,LOADED,53e371c6-8ea8-4b2c-9919-ae4d01ef32eb,STANDARD,1710171245101,19.082109,72.918162,Ghatkopar,20864,14.33,False,[],1
5e218f08-f96f-49a4-b582-3b5be7784e5b,VAN-0009,1710145149438,1710145150438,LOADED,0aba6655-e3e0-44dc-a4a1-42586248cd6a,STANDARD,1710164101838,19.05697,72.894029,Chembur,18952,11.99,False,[],1
9c48b18f-b652-4b23-8c00-2a0868abd4d1,VAN-0009,1710145879238,1710145880238,LOADED,882aaca9-9c36-4a4f-aea6-afc6c444fd9e,STANDARD,1710161088116,19.091991,72.911658,Ghatkopar,15208,8.1,False,[],1
0ec3e440-c0a6-4432-b92e-266aba88121f,VAN-0009,1710149733900,1710149734900,LOADED,d2090dbc-b147-4ddd-a9ee-7fd0d62ff55b,PREMIUM,1710157486363,19.019672,72.819685,Worli,7752,21.45,False,[],1
cad4ffc0-e45c-4047-aee0-569c77c1376e,VAN-0009,1710150705699,1710150706699,LOADED,a8c71d6a-8fa9-4cdf-b9df-c90b57525cf7,STANDARD,1710173462443,19.054339,72.835714,Bandra West,22756,18.6,False,['FRAGILE'],1
95769d8f-e651-43c6-b5f9-5faa5123d435,VAN-0009,1710143872489,1710143873489,LOADED,251d5ac1-5c33-424e-9e5c-2f1f1d650e2f,STANDARD,1710167658948,19.086579,72.904314,Ghatkopar,23786,12.15,False,[],1
691bfd45-a8ef-46f7-8e0d-5c751b7d4729,VAN-0009,1710149443673,1710149444673,LOADED,3b9f6d14-1f44-49ad-a8d4-02df083a76d8,PREMIUM,1710162482634,19.044725,72.853959,Dharavi,13038,24.57,False,['FRAGILE'],1
2edef006-477d-47be-8ebb-fb5b18f171d4,VAN-0009,1710145127789,1710145128789,LOADED,fae3bb3d-f95f-4ff4-b7bc-7865d9b843e3,STANDARD,1710163095298,19.055473,72.863993,Bandra Kurla Complex,17967,11.27,False,[],1
aa0dae49-822e-48bc-a0df-c3630985e4d7,VAN-0009,1710144584098,1710144585098,LOADED,6cc5733c-00de-49d7-961d-4bb2f039dd2a,PREMIUM,1710158393243,19.019239,72.840009,Dadar,13809,19.47,False,[],1
ba117a1b-6631-4567-87b0-b98ec0092b18,VAN-0010,1710141111848,1710141112848,LOADED,7245d504-32c6-4726-966e-28a677b05954,PREMIUM,1710152972446,19.059533,72.900831,Chembur,11860,2.82,False,[],1
9bc94141-e1d8-4580-afc6-b3e3ae1a2f94,VAN-0010,1710150815628,1710150816628,LOADED,dc6a0558-7411-4ac7-b707-a35db074eee9,STANDARD,1710177478182,19.187725,72.846065,Malad West,26662,15.27,False,[],1
bab7ed40-46f5-4da2-80cd-6a16354d3549,VAN-0010,1710144178064,1710144179064,LOADED,22727395-ff29-4b03-8fed-b49c18b00866,PREMIUM,1710152396348,19.060587,72.900796,Chembur,8218,24.21,False,[],1
a90c2a04-0f53-47b8-a79d-673fef59ca44,VAN-0010,1710141314965,1710141315965,LOADED,45c8dfd7-68f7-4c9f-b1ae-c12c2b4ee41c,STANDARD,1710165922175,19.07896,72.900663,Ghatkopar,24607,14.19,False,[],1
d97c49da-e813-4038-8ec2-677c93622579,VAN-0010,1710149352756,1710149353756,LOADED,c668fee7-aef0-46ed-8b42-ef2e63f03579,STANDARD,1710173402433,19.116108,72.845333,Andheri West,24049,18.6,False,[],1
9c850e36-8592-460d-be19-f2fb814fb4cd,VAN-0010,1710145891675,1710145892675,LOADED,163953ec-740e-4bf4-9546-c838e45769b1,STANDARD,1710169946242,19.063555,72.907477,Chembur,24054,0.95,False,[],1
570221df-5fbd-4c7c-a2e5-f71306fd9fa1,VAN-0010,1710145651725,1710145652725,LOADED,af3f3a20-c149-4f80-80c0-ea1efd7235c9,STANDARD,1710173698148,19.022288,72.8409,Dadar,28046,6.05,False,[],1
731a6d43-c6f2-46bf-8507-c22bce86b9eb,VAN-0010,1710146229524,1710146230524,LOADED,1e463f59-4e41-4388-a9ce-708878fe2f28,PREMIUM,1710157084890,19.041743,72.851392,Dharavi,10855,18.6,False,[],1
b37a9855-de13-4017-9a91-1c80af4ceaca,VAN-0011,1710144468574,1710144469574,LOADED,1605f54e-8724-4942-8e9d-fcf8a4f9ae74,STANDARD,1710160755680,19.086107,72.906257,Ghatkopar,16287,4.48,False,[],1
77443205-302e-42fd-8e66-e7177838e377,VAN-0011,1710140871878,1710140872878,LOADED,3dfd504b-a7af-4b5b-8c4a-24028b78839c,STANDARD,1710165656913,19.121314,72.842264,Andheri West,24785,9.43,False,[],1
bc8e78f4-0b03-4616-93d9-4209be5b1d9c,VAN-0011,1710148484194,1710148485194,LOADED,584b246a-0168-47a5-bd53-3841f97841de,STANDARD,1710166987156,19.088797,72.915364,Ghatkopar,18502,11.5,False,[],1
a8906587-7694-420b-b33e-32ef36790216,VAN-0011,1710142495374,1710142496374,LOADED,08e7ba32-b53b-46db-8693-dc0cbf7b9cdf,STANDARD,1710169912605,19.053856,72.842209,Bandra West,27417,17.12,False,[],1
47614664-34e1-4a50-9398-fb5908bce315,VAN-0011,1710145831392,1710145832392,LOADED,abeb5603-329f-424e-b792-c38ea67c87c3,STANDARD,1710171436378,19.021251,72.815794,Worli,25604,10.76,False,[],1
18608d22-a123-454a-aefd-3fedf2710db3,VAN-0011,1710143100034,1710143101034,LOADED,f343b659-7e25-40a6-87f2-580c13fa952b,PREMIUM,1710151296504,19.086872,72.907738,Ghatkopar,8196,16.21,False,[],1
a6f3e919-e9e6-4020-9efa-215ed14fe5a4,VAN-0011,1710145971821,1710145972821,LOADED,f876d2ac-8a5b-4bed-85da-6dba0e93f5ed,STANDARD,1710170615995,19.042288,72.850535,Dharavi,24644,3.55,False,['FRAGILE'],1
d9264ea6-0edb-44b5-8f7f-6d6bcd57229b,VAN-0011,1710141991365,1710141992365,LOADED,27b137c7-f458-4f32-98b0-4d5806f0603d,PREMIUM,1710155709570,19.054474,72.841694,Bandra West,13718,11.22,False,[],1
7f88c7f2-68cb-42fd-8be2-5dbd30879182,VAN-0012,1710150449096,1710150450096,LOADED,37c8e606-8013-4363-a857-3eaae3cf4731,PREMIUM,1710164018431,19.058753,72.843078,Bandra West,13569,10.66,False,[],1
68dc3ba1-d0d6-40c5-ad6c-30153d523c3c,VAN-0012,1710144449056,1710144450056,LOADED,dfb6b72b-13fa-4c37-b2b1-dd94f72450a5,STANDARD,1710173170221,19.128366,72.902163,Powai,28721,1.19,False,[],1
9cb9c6f8-7806-4c96-8d25-edea27554e60,VAN-0012,1710141977332,1710141978332,LOADED,a4f49b88-6b2f-48fd-9e4b-9e7b0a04db2b,STANDARD,1710161205513,19.066362,72.901017,Chembur,19228,1.44,False,[],1
86f79a2a-dd43-4314-a976-a77313408cf4,VAN-0012,1710145466389,1710145467389,LOADED,65559ce2-982b-470c-a65c-de100c0dcdcc,STANDARD,1710170793702,19.130649,72.842359,Andheri West,25327,15.58,False,[],1
6d95a902-bfbc-4d20-8014-60d9b1c70739,VAN-0012,1710146327085,1710146328085,LOADED,e2005bab-c2d6-4da9-bc63-15704ba47aea,LIFE_CRITICAL,1710152635886,19.1362,72.8264,"Kokilaben Hospital, Andheri",6308,18.32,False,[],1
131326af-1393-405f-9775-5570479e6f00,VAN-0012,1710142975146,1710142976146,LOADED,2939b727-119d-4392-ae07-5f10b9ee3bc7,STANDARD,1710159129762,19.013601,72.814803,Worli,16154,16.15,False,[],1
9fdddcf3-7c44-447b-bdf9-22e0b237a988,VAN-0012,1710140577501,1710140578501,LOADED,685b0bf6-5976-4814-a431-63d93a2d4612,PREMIUM,1710152074022,19.048028,72.838623,Bandra West,11496,13.13,False,[],1
6d740353-6689-40f6-9e77-156515a38b99,VAN-0012,1710144210413,1710144211413,LOADED,8607f7d1-41f6-4647-b983-a0ad60cc18aa,PREMIUM,1710151421676,19.115323,72.906451,Powai,7211,14.48,False,[],1
cf3286bd-279d-42a2-87d2-c0aec5eec4c0,VAN-0013,1710141130936,1710141131936,LOADED,c41f1d4b-52ca-4564-adee-5d69accc89a8,STANDARD,1710169565961,19.074509,72.891981,Kurla,28435,13.39,False,[],1
6192cc58-1712-47d0-8fce-b60c42dfbd92,VAN-0013,1710149831979,1710149832979,LOADED,bd20854d-6685-4afe-a3a3-138ab74ef56e,STANDARD,1710164524793,19.077552,72.879715,Kurla,14692,1.57,False,[],1
1c09e03b-0766-4f6d-8e59-f916771d8a31,VAN-0013,1710148916016,1710148917016,LOADED,86192f47-05a4-4c13-9a3d-5c7feb4917c7,STANDARD,1710163549904,19.182008,72.85106,Malad West,14633,8.95,False,[],1
5b2ac3a7-aa8b-45cc-a02e-adf55c5dac14,VAN-0013,1710143991200,1710143992200,LOADED,639f6059-39ef-4852-a434-12ba8225ec7f,STANDARD,1710168977893,19.079599,72.916857,Ghatkopar,24986,1.59,False,[],1
5edb2623-d36f-479e-b5be-6bd8a845eaaf,VAN-0013,1710147794571,1710147795571,LOADED,8ccc4544-55a0-4d47-8fe9-face91e751e7,STANDARD,1710174152096,19.125597,72.844054,Andheri West,26357,24.53,False,[],1
fa741c0f-f9ca-4e76-863f-2d97f647cea5,VAN-0013,1710148782856,1710148783856,LOADED,70fd6a31-1b2c-43e4-be86-37fa5c434cf4,PREMIUM,1710156437180,19.114561,72.850462,Andheri West,7654,11.71,False,[],1
943d0199-7b5c-4f8e-9dc3-f692ce55a731,VAN-0013,1710143808434,1710143809434,LOADED,9d1cad36-754c-4a2b-858d-2a8872848f73,LIFE_CRITICAL,1710150391702,19.1362,72.8264,"Kokilaben Hospital, Andheri",6583,8.1,True,[],1
f9af08b9-7db7-47a3-a289-9c40fec7b887,VAN-0013,1710142463917,1710142464917,LOADED,973a48b9-a5bd-4817-a76d-bbf329f0647a,STANDARD,1710167711306,19.059027,72.871789,Bandra Kurla Complex,25247,9.25,False,[],1
e11c2c52-0fa1-4373-bef5-1ca3744e9c2a,VAN-0014,1710149032898,1710149033898,LOADED,84606c07-1256-4475-8efa-18e39dd528f2,STANDARD,1710167367217,19.010028,72.838703,Dadar,18334,11.21,False,[],1
e855bf13-0f3b-4cfe-825d-187f2a8e03ed,VAN-0014,1710142417625,1710142418625,LOADED,34ac4394-d4d5-4ccd-bae3-4b73f6e5b396,STANDARD,1710161699753,19.117626,72.906235,Powai,19282,17.46,False,[],1
3de63b71-d0fe-4315-a17c-93da0dc4f087,VAN-0014,1710148252478,1710148253478,LOADED,629d3acd-040c-4ed0-aacd-0ad856dda0ae,STANDARD,1710174189010,19.01555,72.820914,Worli,25936,2.43,False,[],1
fc9fe457-8f59-45bb-9af9-c9fad4ae16d4,VAN-0014,1710141508057,1710141509057,LOADED,eed37e4b-37c6-4939-867d-6c020f88bd63,STANDARD,1710160138293,19.067462,72.881888,Kurla,18630,8.53,False,[],1
85d0ce28-1c89-4632-8a95-8eddd61e7921,VAN-0014,1710147849459,1710147850459,LOADED,742ffa7a-cfc7-4811-871e-2b69f2dfce6d,STANDARD,1710168385531,19.187101,72.851172,Malad West,20536,9.11,False,['FRAGILE'],1
e03803aa-e3cc-4f85-b0b4-102a849a677b,VAN-0014,1710145097357,1710145098357,LOADED,08185a7c-854c-4046-8f82-ab43eb1ad7e6,STANDARD,1710168351218,19.021558,72.836077,Dadar,23253,16.17,False,[],1
81475028-0b25-442f-9a0b-e46a7dfbca81,VAN-0014,1710144323760,1710144324760,LOADED,8434305d-d18c-4417-86fe-c97bf1873043,PREMIUM,1710156113850,19.057398,72.903933,Chembur,11790,20.13,False,[],1
aae6b944-980a-411e-87c8-066d7087095c,VAN-0014,1710147723359,1710147724359,LOADED,6fd398ba-c906-4673-8092-60a46abed813,STANDARD,1710174344197,19.121362,72.842658,Andheri West,26620,11.24,False,[],1
0b94ba65-986d-4b23-ae84-93b2d957baac,VAN-0015,1710144534827,1710144535827,LOADED,49b645be-7713-4a3b-8953-585b5ebab56d,PREMIUM,1710154372392,19.066653,72.900447,Chembur,9837,14.4,False,[],1
57940bbb-edee-4ebf-9ded-500cf4fa48fe,VAN-0015,1710148641312,1710148642312,LOADED,ca18fe07-72f2-4f2a-bdf6-68c738a4f079,STANDARD,1710168398304,19.023896,72.842038,Dadar,19756,14.56,False,[],1
